Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Opinione Miglioramento Servizio
9,10,10,8,Mi è stata consegnata con la pressioni dei pneumatici errata Il copri guida del sedile del passeggero era rotto e dopo vari solleciti è stato incollato anziché sostituito Non mi sono stati forniti all’atto della consegna ne il libretto d’uso ne la digital
9,10,9,8,"Ho preso visione dei documenti del finanziamento solo dopo aver comunicato il codice OTP all'operatrice, che equivaleva alla firma, non è stato possibile visionarle prima. Le carte relative allo stato di conservazione del veicolo in consegna sono state c"
2,1,2,2,Cambiare receptionist e alcune modalità di organizzazione
10,10,10,10,Non ho consigli da dare
10,10,9,8,"Buongiorno: la vettura mi è stata consegnata con una infiltrazione d'acqua dal tetto, prontamente il Sig. *** vostro venditore della BMW di *** ha fortunatamente risolto il problema ma, ho ancora un sedile lato passeggiero con una cucitura"
10,10,10,10,Tutto ottimo.
9,10,10,8,Tempi di attesa in filiale
10,10,10,10,Tutto il servizio Autotorino è eccellente
9,9,9,9,Nulla
10,10,10,10,"Tutto perfetto. Nulla da migliorare. Siete davvero speciali. Un super mega grazie va ad *** *** di Autotorino *** per la sua enorme professionalità, cortesia, gentilezza, pazienza e disponibilità. Un ringraziamento sincero anche a *** ***"
10,10,10,10,Perfetto
9,8,8,9,Migliorare il post vendita
10,10,10,10,niente secondo me
9,9,9,9,Non saprei
9,9,9,9,Consegne troppo lunghe! Se si dice 3/4 settiman così  dev essere. Ho aspettato 6 settimane invece.
10,10,10,10,"Direi che per adesso non ho trovato difetti, *** mi ha assistito benissimo nell’acquisto e mi sono sentito veramente accompagnato e seguito al massimo fin dall’inizio. Grazie ancora!"
9,9,9,9,Tempi
9,10,9,9,Le tempistiche di consegna dell'usato
9,9,9,9,Spero nella puntualità nel prossimo tagliando
10,10,10,10,"Ottimo servizio, non dovete migliorare nulla!"
10,10,10,10,Il percorso di vendita si è svolto in maniera lineare e con grande cortesia da parte di tutti. Non trovo particolari criticità da segnalare.
10,10,10,10,Solamente personale che al ritiro conosce perfettamente l'auto e sappia spiegarti il funzionamento di ogni cosa nei minimi dettagli.
10,10,10,10,Tutto perfetto! Grazie ☺️
10,10,10,10,"Ho acquistato una BMW presso la sede Autotorino di *** e mi sono affidato a ***, che fin da subito si è dimostrato cordiale, competente e trasparente. Mi aveva indicato chiaramente un mese di attesa per la consegna e così è stato, anche se l’atte"
9,9,9,9,Non so
7,8,8,9,L auto e rimasta in concessionaria a *** un mese prima della consegna e mi e' stata consegnata con anomalie ad oggi dopo un mese dalla consegna l auto e un officina a *** per risolvere i problemi chiamo x sentire la situazione mi riprometto di richi
9,10,9,9,Purtroppo non possore dare un opininione positiva in tutto soprattutto sui tempi e le informazioni datemi in attesa della consegna dell auto poiché 65 giorni di attesa per avere un auto usata mi sembrano davvero tanti. Comunque grazie
10,10,10,10,Nulla!
10,10,10,10,"Niente, e' tutto ottimo"
9,10,10,10,"VA BENE COSì, GRAZIE"
10,10,10,10,"Non c’è nulla da dire, mi sono trovato benissimo"
9,9,9,9,"Personale di Castine Andevenno, nelle persone del sig. *** e della sig.a ***, veramente professionali e bravi sotto ogni punto di vista. Complimenti!1"
10,10,10,10,Nulla
10,10,10,10,Tutto ok
9,10,10,9,Tutto ok
10,10,10,10,"Nonostante qualche incomprensione iniziale e ritardo leggero sulla consegna, servizio ottimo venditore competente e trasparente, apprezzato molto l’ammissione dell’errore in fase contrattuale…grazie *** e complimenti!"
10,10,10,10,"Niente, il personale mi ha aiutato davvero tanto, sopratutto ***. *** mi ha seguito passo per passo, è stato super competente. Ho vissuto l’esperienza come se a vendere la macchina fosse un amico che un venditore. Sono super soddi"
10,10,10,10,Nulla
10,10,10,10,Gg
9,9,9,9,Gli orari
10,10,10,10,Non ho vissuto nessuna criticità. In filiale a Tavagnacco ho trovato molta cordialità e disponibilità da parte di tutte le persone con cui mi sono interfacciato.
10,9,10,10,Va benissimo così
10,10,10,10,Non ho idea siete già ad ottimissimi livelli
10,10,10,10,Sono rimasto soddisfatto specialmente il venditore che mi ha seguito! Forse i tempi di consegna un po lunghi ma questo non è stato un problema
10,10,10,10,Niente
10,10,10,10,Per me niente sono soddisfatto
10,10,10,10,"La mia esperienza con Autotorino è stata semplicemente perfetta. Un ringraziamento speciale va a ***, *** e ***, veri esempi di come dovrebbe essere ogni consulente in un concessionario: disponibili, chiari, sinceri e sempre pronti a trovar"
10,10,10,10,È perfetto
10,10,10,10,Super bravi!
1,9,1,1,"Rispettare i tempi di consegna stabiliti, comunicare in modo più efficace con il cliente e informarlo tempestivamente qualora l'accordo non possa essere rispettato. Questa è stata la peggiore esperienza che abbia mai avuto nell'acquisto di un'auto. I temp"
9,9,9,9,"Non ho nulla da segnalare, è già tutto al top"
6,9,5,9,Il contatto con il cliente
10,10,10,10,Voglio fare i miei complimenti a *** e *** di Autotorino di Busto Arsizio per la loro disponibilità
10,2,7,10,Accoglienza ( reception)
9,10,10,7,"Gestire meglio le consegne, soprattutto quando viene detta una data e arrivato quel giorno il collega comunica che non ero inserito."
1,1,1,1,"Sono passati quasi tre mesi da quando ho pagato i soldi extra alla tua azienda per avere un'auto e ancora la tua azienda non è riuscita a darmi l'auto.. Ogni giorno ingannano dicendo che daranno oggi e domani, ma non danno il veico…***"
10,10,10,10,Un servizio davvero perfetto che consiglieremo a tutti. Ottimo il supporto di ***. Molto buoni i servizi assicurativi offerti
9,9,9,9,"Nulla, tutto va bene"
10,10,10,10,Tutto perfetto
10,10,10,9,"Come tutti i lavori il servizio che offrite e quasi perfetto non ho idee da aggiungere, forse solo un po di velocita  nel reparto consegne, ma nell’insieme va bene."
10,10,10,10,Qualche omaggio in piu al cliente!
10,10,10,10,Niente tutto perfetto un ringraziamento a *** della sede di Vercelli voto 10
10,10,10,10,Mi sono trovato molto bene tutti simpatici e molto accoglienti consiglio molto questa concessionaria
10,10,10,10,Per quanto me ne intenda e per quanto siano le mie conoscenze penso non ci sia praticamente nulla da migliorare
10,10,10,10,Nulla
9,9,8,8,"Maggiore trasparenza e comunicazione operativa sulle condizioni della vettura. Nel mio caso, l'auto era oggetto di richiamo BMW, ma l'ho saputo solo dopo aver saldato, ed anche in questo caso la comunicazione non è stata chiara."
10,9,9,9,Credo i tempi di consegna del veicolo. Faccio i complimenti al Venditore *** e alla consulente *** per la professionalità e dedizione nei confronti del sottoscritto. Saluti
10,10,10,10,Niente
10,10,10,10,Organizzare le visite per la visione dell'auto quando si vedono sul computer
10,10,10,10,Nulla
7,10,9,9,Purtroppo i tempi di consegna dell'auto usata ( prenotata fuori sede ) sono stati biblici e costellati di errori che hanno intralciato le tempistiche e non sono consoni alla Vs. reputazione ed accoglienza. Il personale è stato sempre presente e disponibil
9,9,10,9,"Forse il tempo di consegna. Per raccomandata ad amici, dipende dalla voncessionaria"
10,10,9,10,Più attenzione con i documenti e più velocità nella consegna delle macchine
9,9,10,10,"Si raccomanda che i tempi per il ritiro delle auto, in questo caso usate, siano più brevi dato che ho atteso circa due mesi anche se non avevo urgenza, credo che i tempi siano stati un po’ troppi lunghi, poi tutto il resto è stato perfetto"
9,9,9,9,Niente tutto ok
5,9,6,9,Macchine usate vendute da voi garantendo che la macchina sara apposto no era proprio così ho preso con striscio su radar e porta anteriore e tagliando anche a giorno di oggi secondo me non e stato eseguito come neanche su applicazione ufficiale Lexus non
10,10,10,10,Sono pienamente soddisfatta
9,10,9,10,"Nulla da dire sulla consegna dell'auto, se non che, sono stati molto veloci. L'unica mia lamentela si riferisce al fatto che non sono stata richiamata telefonicamente, nel giorno in cui, più volte, ho chiesto nformazioni sullo ""stato"" della mia macchina ***"
10,10,10,10,"Tempi , e soprattutto auto di cortesia gestita come una volta anche per chi fa il tagliando dell’auto. È un servizio dí fondamentale importanza"
9,9,9,9,tutto ok
9,9,9,6,"Auto confermata presso la sede Autotorino di *** (va)il 5 aprile e saldata il 14 aprile Ad oggi, come accordi presi in sede di ***, auto non ancora consegnata presso la filiale di *** Sulla consegna della macchina NON ho avuto punt"
5,9,9,9,Maggior cura del cliente post consegna vettura soprattutto se subentrano problemi di fermo mezzo.(6 h dalla consegna)
10,10,10,10,Buon servizio
9,10,10,10,Niente. Va benissimo cosi
3,2,2,2,Servizio e pessimo e fanno fatica a rispondere al telefono non fanno quello che  ti dicono le cose che dovevano essere cambiati non sono stati cambiati come i parafanghi che son già staccati
10,10,10,10,E perfetto
10,10,10,10,Ottimo
10,10,10,10,🤗
10,10,10,10,"Era tutto perfetto, sono molto soddisfatta con tutto il personale, specialmente con *** molto carino e molto paziente. darei piú di 10 stelle. ringrazio tutto lo staff"
9,9,9,9,I tempi di consegnia non sono stati rispettati.
10,10,10,10,Agevolazioni con le finanziarie associate.
1,5,1,8,"La professionalità dei vostri dipendenti. Vendere un auto garantendone validità della garanzia della casa madre in tutti modi e scoprire solo dopo che la garanzia non è valida è al limite della frode. Non preoccuparsi minimamente del malcontento, non fare"
3,7,6,6,Tutto
10,10,10,10,"Mi spiace scrivere questo inconveniente ma purtroppo mi è capitato , mi consegnano la macchina range rover evoque il 18/4 per le 18:30 circa ( spiegazione ottima del venditore *** ed anche accoglienza) quando mi accorgo che il clima è scarico ed ovviamen"
10,10,10,10,È tutto perfetto così
10,10,10,10,Nulla
10,10,10,10,"Nulla, per quanto mi riguarda benissimo cosi"
10,10,10,9,nulla
10,10,10,10,Tutto ok
10,10,10,10,"Professionalità,  gentilezza e disponibilità. Sono rimasta molto soddisfatta della Professionalità di *** ed ***!"
9,10,10,9,"Ancora non ho avuto modo di conoscere completamente tutte le fasi del post vendita quindi, per ora, non saprei se ci sono cose da migliorare"
6,7,8,5,L'accoglienza posso anche considerarla accettabile. Parlo di Pordenone. La vettura dopo essere stata in concessionaria più di 15 GG per l'ispezione mi è stata consegnata danneggiata in parti che sono alla a b c della ispezione. Guarnizione porte squarciat
9,9,9,10,Sconti anche per chi non fa il finanziamento
10,10,10,10,Tutto bene venditore eccellente
10,10,10,10,Nulla di particolare
10,9,10,10,Incrementare la velocità della consegna dell’usato
10,10,10,9,Nulla
10,10,10,10,Ok
9,9,9,9,Comunicazione
6,10,8,9,Tempistiche di consegna. 40 giorni per un auto usata già presente in casa non è accettabile a mio avviso. Ci saranno stati problemi col carrozziere e disguidi ma sono tematiche vs interne che non mi riguardano. Auto (usata)confermata al 5 marzo e consegna
10,10,10,10,nessun miglioramento
10,10,10,10,"Al ritiro dell'auto ho rischiato di rimanere a piedi perché era a secco, ci sono concessionarie che consegna l'auto con il pieno,poi non so se mi e stato fatto il tagliando completo incluso tutti i filtri,inoltre pensavo che l'auto era dotata di car play"
10,10,10,10,Complimenti.
10,10,10,10,Tutto ok così
9,10,10,10,Niente
10,10,10,10,"Per ora, totalmente soddisfatto. Da 1 a 10....12 all'accoglienza e disponibilità della venditrice,  ***"
10,10,10,10,E' tutto perfetto
10,9,9,9,La consegna della auto per quanto riguarda pulizia interna e una maggiore attenzione alla corrozzeria( pulita sì ma una controllata a graffi e segni da eliminare )
1,7,2,5,"Commerciali davvero pessimi Non preparati e strafottenti, non in grado di dare informazioni circa le tempistiche di consegna"
10,10,10,10,Niente. Continuate sempre così.
9,9,9,9,Più chiari da subito col cliente sui tempi di attesa Per il resto va tutto benissimo
2,9,2,2,"1) Attenzione al cliente volo 1. Il cliente dovrebbe essere trattato bene e considerato in tutte le fasi dell’acquisto, non solamente nella fase iniziale di contrattazione (dove si ricevono tutte le attenzioni di questo mondo). Poi una volta firmato il c"
9,9,9,9,Tempi più rapidi di consegna
10,10,10,10,Bene così!
10,10,10,10,Efficienza totale quindi per ora nulla.
8,5,8,8,"Spiegando nella mail appuntamento le tempistiche di attesa in concessionaria, poiché se non chiamavo per  avere auto di cortesia( non disponibile e se disponibile a pagamento oltre il disguido )  visto le 2 h di attesa uno si organizza diversamente. Poich"
9,9,9,7,Nulla da dire
9,9,9,9,Più informazioni…..
10,10,10,10,Non saprei
10,10,10,10,"Il servizio è stato impeccabile,molto cordiale e messo a nostro agio,unica cosa è l,attesa x la consegna della vettura che era in un,altra concessionaria...ma visto il servizio si può anche sopportare"
10,10,10,10,"Accoglienza fantastica, gentili , disponibili , Molto professionali e preparati su tutto “Grazie per la professionalità e la disponibilità dimostrate, avete reso l’acquisto della mia auto un’esperienza piacevole Un sincero grazie Ad ***  per il servizi"
8,10,10,5,Controllare meglio l’auto anche all’interno quando la consegnate e migliorare sulle tempistiche di consegna
10,10,9,10,"Il servizio è l'accoglienza è  stata molto positiva. *** è  stato veramente professionale, *** ottimo nella consegna. GRAZIE"
9,9,9,9,"Beh credo che tutto sia perfettibile tuttavia credo siate sulla buona strada, a livello  di empatia tra venditore e cliente è  ok 👌 ora dovreste agire come focus sulla mera professionalità dei vostri collaboratori i quali essendo molto giovani nella maggi"
10,7,10,10,Tutto è andato benissimo
10,10,10,10,Gentili e professionali nulla da aggiungere
10,10,10,10,Niente da segnalare. Il venditore persona molto seria e disponibile ! Ci siamo trovati benissimo con lui.
10,10,10,10,Mi sono trovato soddisfatto in tutti campi a partire dal venditore che ha soddisfatto a pieno le mie esigenze e mi ha seguito in tutto il percorso..l accoglienza è stata cordiale gentile
10,10,9,10,Per noi va benissimo così potete fare anche di più ma va benissimo così grazie di tutto a tutti I componenti del team e  Buona Pasqua a tutti voi
10,10,10,10,Niente
3,10,9,2,Consegnare le macchine piu pulite
10,10,10,10,Ok cosi
10,10,10,10,Nulla da migliorare tutto perfetto. Il venditore *** professionale e mi ha seguito con attenzione e disponibilità nell’acquisto. Grazie
10,10,10,10,"Nulla. Spero solo che Autotorino mi risolva nelle sue concessionarie, un mal funzionamento elettronico al veicolo acquistato."
8,10,8,9,Il commerciale potrebbe dedicare più tempo in fase di consegna
10,10,10,10,"se proprio devo fare un appunto avrei preferito provare l'auto usata prima di acquistarla, magari ricevere maggiori informazioni su quale manutenzione sarebbe stata effettivamente fatta e quale no durante la fase di vendita ma sono comunque soddisfatto de"
10,10,10,10,Tutto bene
6,9,8,8,La puntualità
9,9,9,9,Di avere un servizio telefonico risponde alla cliente se hanno qualche domanda meccanica ho qualche dubbio
9,9,10,10,Va bene così
9,9,9,9,"Una attenzione maggiore dei pro e deo contro dell'auto che si sta acquistando, rispetto alle esigenze del cliente. La puntualità nella consegna"
10,10,10,10,Sono molto disponibili e il venditore è molto gentile e se chiami telefonicamente rispondono...
10,10,10,10,Nessun suggerimento
10,10,10,10,"È andato tutto bene,i tempi previsti di consegna sono stati rispettati. Non ho nulla da segnalare di particolare."
10,10,10,10,Ho trovato tutto ben gestito
10,10,10,10,Ottima esperienza e gentilezza del personale.sperero di rivedervi presto….
10,10,10,10,Per ora no  ho nulla da suggerire
9,9,9,9,"Devo fare un osservazione riguardo l'attivazione della Garanzia Autotorino. Ho acquistato un autovettura con soli Km 17.000 circa e trovo assurdo che la scheda tecnica della vettura, necessaria per attivare la garanzia Autotorino, rilevi dei valori di usu"
10,8,10,10,Commerciale 10 Spedizione in sede del veicolo con bisarca 9 (tempi di attesa maggiori di quelli preventivati al telefono con il commerciale) Visione del veicolo in filiale 5 per due motivi fondamentali: 1) Il personale non era a conoscenza del mio appu
10,10,10,10,Perfetto
10,10,10,10,Per la mia esperienza non ho avuto problemi
10,10,10,9,Siete perfetti cosi
2,7,2,2,"Comunicazioni con il vliente assenti, non è possibile dover continuamente scrivere per avere notizie. Completamente disorganizzati, lenti nelle procedure,  non rispettano i tempi di consegna e non danno informazioni reali. Auto consegnata dopo quasi 3 mes"
10,10,10,10,Tutto perfetto dal venditore *** a tutto il resto dello staff
10,10,10,10,"Non saprei cosa, perché io mi ritengo completamente soddisfatto."
10,10,10,10,La descrizione dei vari optional e della macchina in generale
10,10,10,10,Grazie a *** ho avuto tutte le risposte che mi interessavano.
1,1,1,1,Nn dire cagate x vendere un auto
9,9,9,7,"La macchina acquistata deve avere le caratteristiche riportate sul sito in fase di scelta, cosa non mantenuta. No apertura con telecomando portellone posteriore. No regolazione elettrica sedili anteriori. Gomme montate vecchissime. Grazie Saluti"
7,7,7,3,"Preconsegna, pulizia auto, tempistiche generali"
10,10,10,10,Tutto perfetto
1,1,1,1,Tutto mai piu un auto da voi se qualcuno mi chiede gli dico di stare lontano da voi trufardelli
10,10,10,10,Nulla
9,10,9,9,"Mi sono trovat* molto bene, non credo si debba migliorare nulla. Il servizio è stato impeccabile e altamente professionale."
9,10,9,10,"Sempre di fornire le più dettagliate informazioni possibili poiché per un compratore nuovo, niente è scontato. Il servizio è ottimo."
10,9,10,10,"Direi nulla, abbiamo acquistato 2 vetture ed il servizio che abbiamo ricevuto è stato davvero di livello. Bravi e grazie."
10,10,10,10,Tempi di attesa per la consegna vetture usate
10,10,10,10,NIENTE DA SEGNALARE
1,7,2,3,"il giorno della consegna l'auto era completamente accerchiata, era impossibile girargli attorno, per uscire ho dovuto attendere lo spostamento delle auto attorno, l'auto è stata consegnata senza la capelliera. il venditore *** non si è piò fatto"
10,10,10,10,nulla!
10,9,9,7,Messa a punto delle vetture preconsegna
10,10,10,10,Nessun problema riscontrato.
10,10,10,10,Dare tempi più esatti di consegna
9,9,9,9,Gli intoppi in cui sono incorso per il mio acquisto sono tutti legati alla finanziaria. 21 giorni per approvare un finanziamento senza fornire spiegazioni per il ritardo sono una cosa incresciosa. Un punto debole della procedura di vendita è poi il trasfe
10,10,10,10,Velocità nella consegna usato
9,9,9,9,volevo innanzitutto complimentarmi con voi per la professionalità con la quale sono stato accolto quando mi sono recato nei vostri uffici per acquistare la mia moto. Vi chiedo se possibile poter conoscere i servizi di mobilità e quello di soddisfatto e ga
9,9,9,9,Servizio ottimo. Nessun miglioramento
10,10,10,10,Grazie
8,10,9,6,"Sono molto soddisfatto dell addetto alla vendita una persona competente, paziente , educata , sempre disponibile e pronta per soddisfare le esigenze del cliente , mentre tutto il resto un vero fallimento tempi di attesa lunghissimi, macchina alla consegna"
10,10,10,10,"Niente,soddisfatta del vostro servizio"
9,10,9,9,Pulizia della macchina già contestato alla consegna della vettura
8,9,9,6,Tempi di consegna; affidabilità delle informazioni fornite e delle stime sulla tempistica.
10,10,10,9,Ridurre i tempi di riparazione
1,7,1,8,informare in maniera precisa i venditori sui pacchetti che si vanno a vendere nel mio casa il venditore con bravura mi ha fatto sottoscrivere un finanziamento dichiarando che per qualsiasi problematica (estinzione anticipata chiarimenti) il mio unico inte
10,10,10,10,"A livello personale posso dire che sono molto soddisfatto, anche perché avevo acquistato un altra macchina classe c in passato per questo raccomandò anche ai miei amici, per la serietà e professionalità è serietà"
9,9,9,9,"Complimenti al personale di Portogruaro per la loro disponibilità e serietà , sono rimasto soddisfatto ."
10,10,10,10,Creare promozioni e pacchetti speciali per incentivare quelli esistenti a tornare.
10,10,10,9,Non saprei
10,10,10,10,Tutto perfetto..Forse i tempi d'attesa. NEL CONSEGNARE LE MACCHINE
10,10,10,10,Tutto ok
4,10,2,8,Niente
10,10,10,10,UNA VOLTA A BUON FINE BONIFICO CONSEGNE AUTO PIU VELOCI
10,10,10,10,Tempistica sulla consegna
10,10,10,10,"Dovrò cambiare la seconda auto ....e quando lo farò mi piacerebbe ritrovare *** il venditore che mi ha seguito, gentile, professionale e disponibile. Mi ha dato fiducia."
10,10,10,10,Alla consegna dell'auto sarebbe stato gradito un gadget Mercedes
10,10,10,10,Ho trovato gentilezza e disponibilità da parte di tutti. Grazie
10,10,10,10,Siete perfetti così
2,1,2,2,I vostri venditori dovrebbero essere più competenti sulle auto che vogliono vendere e dare maggiori consigli sull’acquisto. È informare il cliente sulla vettura che stanno acquistando.
5,2,2,2,Piu trasparenza e piu  profesionalita
10,10,10,10,Nulla pienamente soddisfatta
10,10,10,10,"Non ho consigli da dare, per il momento va bene così"
2,8,2,2,"Potreste migliore tutto. Acquistando un auto usata , Sono stata trattata male dal venditore che non ha tenuto fede alla Parola data, facendomi pure sentire bugiarda e trattandomi pure con maleducazione quando ho cercato di fare valere le mie ragioni. L’a"
9,10,9,10,Penso che sia preparato in tutti i settori
10,10,10,9,Va bene così.
5,5,9,5,"Aspetto più di un’ora per la controperizia della mia permuta,al momento della consegna della mia nuova auto, il Consegnatore viene con l’auto appena lavata, neanche asciugata ( macchie di alone e acqua che colava ancora dai specchietti) spiegazione del ve"
10,10,10,10,"Conosco la filiale di Autotorino Castione per aver già acquistato altre auto negli anni passati. Ho sempre avuto ottime risposte da parte del personale, sono sempre stato aiutato nella ricerca di un’auto adeguata alle mie esigenze e l’assistenza e’ sempre"
10,10,10,10,AUTOTORINO azienda di altissimo profilo professionale Complimenti
10,10,10,10,Veramente sono molto contento  mi piace molto da comprare una macchina da autotorino di Novara . Grazie mille a *** . E a tutti .
10,10,10,10,Pratica immatricolazione molto più veloce
10,10,9,10,Dare più caratteristiche dell'auto  che si acquista la volevo con il park assist ma solo dopo ho scoperto che non era in dotazione  sulla mia auto e avrei preferito saperlo
10,10,10,10,Tutto ottimo sia il personale che il resto.
10,10,10,10,Niente
1,5,1,1,Auto consegnata in ritardo (pagata e ritirata dopo quasi 20gg) perché doveva fare tagliando. Dopo 2gg segnalava il tagliando non eseguito. Non sono presenti i tappetini anteriori (abito a 300km dalla filiale). Il venditore che me l’ha venduta non conoscev
10,10,10,10,Nulla perfetto
9,9,9,7,Più chiarezza sulle date di consegna.
10,10,10,10,"Siete fantastici, specialmente ***!"
10,10,10,10,"Mantenere SEMPRE al massimo livello possibile la vostra immagine già ora al top, grazie ai vostri collaboratori  che ho trovato estremamente gentili e professionalmente ben preparati. Complimenti al Top Management aziendale."
10,10,10,10,Nulla da segnalare. Pienamente soddisfatto del prodotto. Personale molto cortese e professionale. Non è stato tralasciato nessun aspetto e ho trovato massima disponibilità. E' stata un'esperienza che mi porterà a frequentare nuovamente Autotorino in futu
10,10,10,10,Penso che sia già ottimo così! Velocizzerei i tempi di consegna
10,9,10,10,"Servizio ottimo Per quel che riguarda la mia esperienza unico neo le spazzole tergicristallo, probabilmente da sostituire"
10,10,10,10,"al momento direi : continuate assolutamente così, bravi e complimenti"
9,9,10,10,Si può  sempre  migliorare
10,10,10,10,Più facciate fare finanziamento. E consegna la macchina più veloce.
10,10,10,10,Perfetto così... continuate così
10,9,10,10,Per me va bene così
9,10,10,5,La Fase di consegna!
10,10,10,10,Tutto  ok
1,7,1,1,Personale non idoneo al lavoro
10,10,10,10,Tutto tops
10,10,10,10,nulla
9,9,9,9,Vorrei info in merito alle info che non conosco di Autotorino. Grazie
10,10,10,10,L'accessibilità al servizio di vendita del proprio usato.
9,10,10,6,Controllare un po’ meglio le vetture prima della consegna…. Non si può consegnare una vettura con pastiglie freno a zero… poi per il resto venditore e consegnatori al top… e’ l’officina che pecca alla grande.. e non è la prima vettura che acquisto in Auto
9,10,10,2,"La richiesta del saldo deve avvenire solo quando la vettura è in consegna, come per altro esplicitato nel contratto. Nel nostro caso questo non è stato rispettato."
10,10,10,10,Nulla
8,9,9,5,Velocizzare ridurre i tempi di consegna
10,10,10,10,"È stato tutto ok così , venditore bravo e competente complimenti a ***."
9,9,9,9,Secondo me i tempi di preparazione documenti si possono anche accorciare. Per il resto mi sono trovata molto bene
9,10,10,7,"migliorare la comunicazione interna. primo contatto in concess Muggia, poi contatto tel/whsapp trattativa e acquisto Vito usato a Udine, in consegna noto un portellone che non chiude bene ma vengo rassicurato e sul momento soprassiedo, nei giorni immediat"
9,10,10,9,Essere molto più trasparenti sulle condizioni dei veicoli usati
9,9,9,9,Un po più completezza nella spiegazione dei costi effettivamente finali di acquisto tramite finanziamento
10,10,10,10,Un controllo più accurato sulle auto usate
10,10,10,10,"Non credo possiate fare di più. Ottimo servizio,e, i venditori, almeno per quanto riguarda il sig. ***, sono preparatissimi. Cordiali saluti"
10,10,10,10,Nulla da segnalare
10,10,10,10,Io personalmente mi sono trovata molto bene. Ho trovato molta disponibilità dal consulente con il quale ho trattato in quanto ha ascoltato le mie richieste sull' auto che mi interessava cercando e trovando la macchina giusta per me Ho trovato cortesia e d
10,10,10,10,L'assicurazione senza finanziaria
10,10,10,10,Non saprei  x me va bene così
5,9,4,4,"L’usato deve essere consegnato controllato con guasti ripristinati , pulizia ottimale e secondo le tempistiche accordate"
9,9,9,8,"secondo la mia esperienza acquistato veicolo usato di 2 anni, sicuramente la pulizia interna del auto e la gestione dei lavori accordati con il venditore,  esempio concordato plastica specchietto rotto consegna del auto con ancora specchietto plastica rot"
1,1,1,1,L'autovettura è stata consegnata con due pneumatici in buono stato e due da cambiare inoltre i 4 pneumatici avevano Marche diverse. Nel vano motore era presente un rotolo di scottex usato evidentemente dal meccanico lasciandolo nel vano motore con rischio
10,10,9,9,Tutto funziona bene anche se i tempi relativi a problematiche inerenti la consegna e le varie anomalie riscontrate del mezzo usato non sono così immediate. Comunque affrontate in tempi ragionevoli.
6,7,7,8,Meno attesa nel servizio telefonico Più cordialità in officina più controlli nella vendita di auto usate così nn succeda wuello che è successo a me..uscito dalla concessionaria e mi si è staccato il paraurti x fortuna nn creando nessun dann a nessuno die
